model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR
BLAZE,jupyterlab/jupyterlab,pydata/xarray,WP-large,0.36,0.72,0.84,0.4607,0.5134
BLAZE,jupyterlab/jupyterlab,pydata/xarray,CP-cold-start,0.12,0.24,0.44,0.1569,0.2108
BLAZE,jupyterlab/jupyterlab,pydata/xarray,CP-transfer,0.2,0.64,0.72,0.3067,0.3699
BLAZE,pydata/xarray,jupyterlab/jupyterlab,WP-small,0.1,0.225,0.35,0.1339,0.1684
BLAZE,pydata/xarray,jupyterlab/jupyterlab,WP-large,0.375,0.5,0.65,0.3699,0.4762
BLAZE,pydata/xarray,jupyterlab/jupyterlab,CP-cold-start,0.275,0.475,0.6,0.316,0.3953
BLAZE,pydata/xarray,jupyterlab/jupyterlab,CP-transfer,0.175,0.375,0.45,0.2027,0.2953
BLAZE,jupyterlab/jupyterlab,numpy/numpy,WP-small,0.2733,0.5093,0.6211,0.3438,0.3884
BLAZE,jupyterlab/jupyterlab,numpy/numpy,WP-large,0.3789,0.5714,0.6584,0.4089,0.4681
BLAZE,jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,0.1615,0.3789,0.4845,0.2525,0.2765
BLAZE,jupyterlab/jupyterlab,numpy/numpy,CP-transfer,0.2733,0.5093,0.5963,0.3375,0.388
BLAZE,numpy/numpy,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0228,0.023
BLAZE,numpy/numpy,jupyterlab/jupyterlab,WP-large,0.35,0.575,0.75,0.3704,0.4973
BLAZE,numpy/numpy,jupyterlab/jupyterlab,CP-cold-start,0.175,0.45,0.575,0.2646,0.3171
BLAZE,numpy/numpy,jupyterlab/jupyterlab,CP-transfer,0.275,0.425,0.5,0.3202,0.3742
BLAZE,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-small,0.1087,0.3478,0.413,0.2329,0.2365
BLAZE,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-large,0.3261,0.7174,0.7826,0.4744,0.5102
BLAZE,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-cold-start,0.0652,0.1739,0.2609,0.1413,0.1413
BLAZE,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-transfer,0.2609,0.5217,0.6522,0.356,0.3798
BLAZE,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-small,0.1,0.275,0.35,0.1517,0.2005
BLAZE,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-large,0.4,0.65,0.7,0.4121,0.5403
BLAZE,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-cold-start,0.075,0.175,0.2,0.1146,0.1436
BLAZE,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-transfer,0.125,0.325,0.45,0.1976,0.2436
BLAZE,lightning-ai/lightning,prefecthq/prefect,WP-small,0.1098,0.3659,0.4878,0.1837,0.2303
BLAZE,lightning-ai/lightning,prefecthq/prefect,WP-large,0.3902,0.622,0.7073,0.4045,0.5154
BLAZE,lightning-ai/lightning,prefecthq/prefect,CP-cold-start,0.122,0.3171,0.4024,0.1745,0.227
BLAZE,lightning-ai/lightning,prefecthq/prefect,CP-transfer,0.2805,0.5,0.5854,0.3134,0.3811
BLAZE,prefecthq/prefect,lightning-ai/lightning,WP-small,0.1867,0.4533,0.5867,0.2478,0.3217
BLAZE,prefecthq/prefect,lightning-ai/lightning,WP-large,0.4133,0.68,0.76,0.4267,0.5423
BLAZE,prefecthq/prefect,lightning-ai/lightning,CP-cold-start,0.32,0.6533,0.76,0.3468,0.4723
BLAZE,prefecthq/prefect,lightning-ai/lightning,CP-transfer,0.3333,0.7067,0.8267,0.3994,0.4956
BLAZE,lightning-ai/lightning,pydata/xarray,WP-small,0.08,0.2,0.28,0.132,0.1609
BLAZE,lightning-ai/lightning,pydata/xarray,WP-large,0.32,0.72,0.84,0.4214,0.4827
BLAZE,lightning-ai/lightning,pydata/xarray,CP-cold-start,0.12,0.4,0.56,0.247,0.2782
BLAZE,lightning-ai/lightning,pydata/xarray,CP-transfer,0.28,0.52,0.72,0.4035,0.4248
BLAZE,pydata/xarray,lightning-ai/lightning,WP-small,0.12,0.44,0.5733,0.2112,0.2676
BLAZE,pydata/xarray,lightning-ai/lightning,WP-large,0.4267,0.64,0.7733,0.4342,0.5361
BLAZE,pydata/xarray,lightning-ai/lightning,CP-cold-start,0.2667,0.5333,0.68,0.3265,0.4021
BLAZE,pydata/xarray,lightning-ai/lightning,CP-transfer,0.32,0.6533,0.7867,0.3795,0.4747
BLAZE,lightning-ai/lightning,numpy/numpy,WP-small,0.2422,0.5217,0.5901,0.3237,0.3597
BLAZE,lightning-ai/lightning,numpy/numpy,WP-large,0.3416,0.6025,0.6894,0.4074,0.4534
BLAZE,lightning-ai/lightning,numpy/numpy,CP-cold-start,0.1863,0.4224,0.528,0.2687,0.3003
BLAZE,lightning-ai/lightning,numpy/numpy,CP-transfer,0.2981,0.5466,0.6273,0.3623,0.4062
BLAZE,numpy/numpy,lightning-ai/lightning,WP-small,0.24,0.44,0.6133,0.264,0.3531
BLAZE,numpy/numpy,lightning-ai/lightning,WP-large,0.44,0.6533,0.7467,0.4402,0.5428
BLAZE,numpy/numpy,lightning-ai/lightning,CP-cold-start,0.1867,0.4533,0.64,0.2681,0.3318
BLAZE,numpy/numpy,lightning-ai/lightning,CP-transfer,0.32,0.64,0.7067,0.3559,0.4562
BLAZE,lightning-ai/lightning,scikit-learn/scikit-learn,WP-small,0.1087,0.2826,0.413,0.2096,0.2161
BLAZE,lightning-ai/lightning,scikit-learn/scikit-learn,WP-large,0.2826,0.6739,0.7826,0.4352,0.464
BLAZE,lightning-ai/lightning,scikit-learn/scikit-learn,CP-cold-start,0.2609,0.5217,0.6522,0.3695,0.3922
BLAZE,lightning-ai/lightning,scikit-learn/scikit-learn,CP-transfer,0.3696,0.6304,0.7826,0.4718,0.4991
BLAZE,scikit-learn/scikit-learn,lightning-ai/lightning,WP-small,0.2133,0.4667,0.6267,0.2751,0.343
BLAZE,scikit-learn/scikit-learn,lightning-ai/lightning,WP-large,0.4267,0.6667,0.76,0.4277,0.5418
BLAZE,scikit-learn/scikit-learn,lightning-ai/lightning,CP-cold-start,0.2267,0.52,0.7067,0.2783,0.3682
BLAZE,scikit-learn/scikit-learn,lightning-ai/lightning,CP-transfer,0.4133,0.7067,0.7867,0.4364,0.5416
BLAZE,prefecthq/prefect,pydata/xarray,WP-small,0.08,0.16,0.2,0.1199,0.143
BLAZE,prefecthq/prefect,pydata/xarray,WP-large,0.32,0.72,0.84,0.442,0.4908
BLAZE,prefecthq/prefect,pydata/xarray,CP-cold-start,0.2,0.36,0.52,0.2373,0.2913
BLAZE,prefecthq/prefect,pydata/xarray,CP-transfer,0.2,0.6,0.76,0.3268,0.3781
BLAZE,pydata/xarray,prefecthq/prefect,WP-small,0.0854,0.3049,0.439,0.1603,0.1998
BLAZE,pydata/xarray,prefecthq/prefect,WP-large,0.3293,0.6463,0.7439,0.3729,0.465
BLAZE,pydata/xarray,prefecthq/prefect,CP-cold-start,0.122,0.4634,0.6585,0.2191,0.2828
BLAZE,pydata/xarray,prefecthq/prefect,CP-transfer,0.3293,0.5732,0.6463,0.3554,0.4516
BLAZE,prefecthq/prefect,numpy/numpy,WP-small,0.323,0.5342,0.6335,0.3664,0.4174
BLAZE,prefecthq/prefect,numpy/numpy,WP-large,0.3106,0.5839,0.6832,0.3863,0.439
BLAZE,prefecthq/prefect,numpy/numpy,CP-cold-start,0.1863,0.3975,0.528,0.2485,0.2837
BLAZE,prefecthq/prefect,numpy/numpy,CP-transfer,0.2919,0.5466,0.6335,0.3622,0.4124
BLAZE,numpy/numpy,prefecthq/prefect,WP-small,0.1463,0.4878,0.5854,0.22,0.2905
BLAZE,numpy/numpy,prefecthq/prefect,WP-large,0.3659,0.6341,0.7195,0.4082,0.4907
BLAZE,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0976,0.2195,0.378,0.1348,0.1704
BLAZE,numpy/numpy,prefecthq/prefect,CP-transfer,0.2683,0.5488,0.6707,0.2991,0.3943
BLAZE,prefecthq/prefect,scikit-learn/scikit-learn,WP-small,0.0217,0.1739,0.2609,0.11,0.1121
BLAZE,prefecthq/prefect,scikit-learn/scikit-learn,WP-large,0.3913,0.7391,0.8261,0.5023,0.5394
BLAZE,prefecthq/prefect,scikit-learn/scikit-learn,CP-cold-start,0.2609,0.5435,0.587,0.3755,0.3967
BLAZE,prefecthq/prefect,scikit-learn/scikit-learn,CP-transfer,0.3696,0.6957,0.7174,0.4779,0.5048
BLAZE,scikit-learn/scikit-learn,prefecthq/prefect,WP-small,0.1829,0.439,0.5488,0.2309,0.3059
BLAZE,scikit-learn/scikit-learn,prefecthq/prefect,WP-large,0.4024,0.622,0.7439,0.407,0.5145
BLAZE,scikit-learn/scikit-learn,prefecthq/prefect,CP-cold-start,0.2195,0.4634,0.6098,0.2678,0.3467
BLAZE,scikit-learn/scikit-learn,prefecthq/prefect,CP-transfer,0.3293,0.6463,0.6951,0.3774,0.4729
BLAZE,pydata/xarray,numpy/numpy,WP-small,0.2795,0.5155,0.6087,0.3479,0.3838
BLAZE,pydata/xarray,numpy/numpy,WP-large,0.2857,0.5963,0.6708,0.3772,0.4218
BLAZE,pydata/xarray,numpy/numpy,CP-cold-start,0.2422,0.4534,0.5031,0.3163,0.3462
BLAZE,pydata/xarray,numpy/numpy,CP-transfer,0.2981,0.5155,0.6398,0.3589,0.4028
BLAZE,numpy/numpy,pydata/xarray,WP-small,0.08,0.24,0.32,0.1591,0.187
BLAZE,numpy/numpy,pydata/xarray,WP-large,0.32,0.72,0.84,0.4286,0.4787
BLAZE,numpy/numpy,pydata/xarray,CP-cold-start,0.16,0.4,0.64,0.2446,0.293
BLAZE,numpy/numpy,pydata/xarray,CP-transfer,0.36,0.72,0.8,0.4143,0.5023
BLAZE,pydata/xarray,scikit-learn/scikit-learn,WP-small,0.1522,0.3478,0.4348,0.2506,0.2592
BLAZE,pydata/xarray,scikit-learn/scikit-learn,WP-large,0.4348,0.6087,0.7826,0.4897,0.525
BLAZE,pydata/xarray,scikit-learn/scikit-learn,CP-cold-start,0.2826,0.5652,0.6087,0.3832,0.4084
BLAZE,pydata/xarray,scikit-learn/scikit-learn,CP-transfer,0.3478,0.5652,0.7174,0.4417,0.4586
BLAZE,scikit-learn/scikit-learn,pydata/xarray,WP-small,0.16,0.28,0.28,0.1906,0.234
BLAZE,scikit-learn/scikit-learn,pydata/xarray,WP-large,0.4,0.76,0.8,0.4596,0.5214
BLAZE,scikit-learn/scikit-learn,pydata/xarray,CP-cold-start,0.12,0.44,0.72,0.2626,0.2833
BLAZE,scikit-learn/scikit-learn,pydata/xarray,CP-transfer,0.16,0.64,0.8,0.3191,0.3791
BLAZE,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0435,0.2391,0.3261,0.1423,0.1478
BLAZE,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.3696,0.7174,0.7826,0.4831,0.5117
BLAZE,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.1522,0.5652,0.6522,0.3329,0.3503
BLAZE,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.3478,0.6739,0.7609,0.4597,0.4784
BLAZE,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.2547,0.5342,0.6087,0.331,0.3644
BLAZE,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.2857,0.5714,0.7019,0.3811,0.429
BLAZE,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.2981,0.528,0.6149,0.3692,0.4093
BLAZE,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.323,0.5404,0.6087,0.3736,0.4283
COOBA,jupyterlab/jupyterlab,lightning-ai/lightning,WP-small,0.1466666666666666,0.5066666666666667,0.6,0.2497194794562826,0.3061774811833933
COOBA,jupyterlab/jupyterlab,pydata/xarray,WP-small,0.08,0.24,0.32,0.1454098382701033,0.1663857210947955
COOBA,jupyterlab/jupyterlab,prefecthq/prefect,WP-small,0.0853658536585365,0.2439024390243902,0.3414634146341463,0.1198108242928139,0.1602902129698003
COOBA,jupyterlab/jupyterlab,pydata/xarray,WP-large,0.24,0.44,0.52,0.2685392936233051,0.3249549573007334
COOBA,jupyterlab/jupyterlab,lightning-ai/lightning,WP-large,0.28,0.5866666666666667,0.68,0.3106121590173865,0.4045835387635129
COOBA,jupyterlab/jupyterlab,prefecthq/prefect,WP-large,0.0853658536585365,0.2804878048780488,0.3536585365853658,0.1355200327600764,0.1778109220406566
COOBA,jupyterlab/jupyterlab,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0096397008620318,0.0079975991137437
COOBA,jupyterlab/jupyterlab,lightning-ai/lightning,CP-cold-start,0.0,0.04,0.0533333333333333,0.034342699199512,0.0398024968734024
COOBA,jupyterlab/jupyterlab,prefecthq/prefect,CP-cold-start,0.0,0.024390243902439,0.0365853658536585,0.0122179623883231,0.0150234305604444
COOBA,jupyterlab/jupyterlab,pydata/xarray,CP-transfer,0.04,0.08,0.36,0.0900602912986325,0.1197033186016329
COOBA,pydata/xarray,jupyterlab/jupyterlab,WP-small,0.05,0.25,0.425,0.1356550394050394,0.137946706071706
COOBA,jupyterlab/jupyterlab,lightning-ai/lightning,CP-transfer,0.32,0.56,0.6933333333333334,0.3238253995917057,0.4418417721123726
COOBA,lightning-ai/lightning,jupyterlab/jupyterlab,WP-small,0.175,0.45,0.5,0.2806547619047618,0.2931547619047618
COOBA,pydata/xarray,jupyterlab/jupyterlab,WP-large,0.025,0.4,0.5,0.1719047619047619,0.1729464285714285
COOBA,jupyterlab/jupyterlab,prefecthq/prefect,CP-transfer,0.0853658536585365,0.2073170731707317,0.2926829268292683,0.1283468054008599,0.1478420168099539
COOBA,prefecthq/prefect,jupyterlab/jupyterlab,WP-small,0.0,0.125,0.3,0.0785322060979955,0.0798318092725987
COOBA,lightning-ai/lightning,jupyterlab/jupyterlab,WP-large,0.175,0.375,0.5,0.2449016955266955,0.2530456349206348
COOBA,pydata/xarray,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.025,0.0111771802929024,0.0109632938997707
COOBA,prefecthq/prefect,jupyterlab/jupyterlab,WP-large,0.125,0.475,0.475,0.2566666666666667,0.2570833333333334
COOBA,lightning-ai/lightning,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0138321851463799,0.0131479277773399
COOBA,pydata/xarray,jupyterlab/jupyterlab,CP-transfer,0.05,0.45,0.5,0.1835416666666666,0.1952083333333333
COOBA,jupyterlab/jupyterlab,ipython/ipython,WP-small,0.0059171597633136,0.1005917159763313,0.1775147928994082,0.0538246143694359,0.0619171753113911
COOBA,prefecthq/prefect,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0041757473844751,0.0050829724886816
COOBA,lightning-ai/lightning,jupyterlab/jupyterlab,CP-transfer,0.175,0.475,0.5,0.2802380952380952,0.2975
COOBA,jupyterlab/jupyterlab,numpy/numpy,WP-small,0.0248447204968944,0.0807453416149068,0.1614906832298136,0.0619911860933469,0.0698276569028501
COOBA,prefecthq/prefect,jupyterlab/jupyterlab,CP-transfer,0.125,0.375,0.5,0.2507738095238095,0.2533630952380952
COOBA,jupyterlab/jupyterlab,ipython/ipython,WP-large,0.0414201183431952,0.1301775147928994,0.2485207100591716,0.0799496315736179,0.0993871973039238
COOBA,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0217391304347826,0.0169471157012975,0.0155686569856309
COOBA,jupyterlab/jupyterlab,ipython/ipython,CP-cold-start,0.0,0.0059171597633136,0.0059171597633136,0.0053263196809791,0.0049131777833159
COOBA,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-large,0.0,0.0652173913043478,0.1739130434782608,0.0346512072341591,0.0359189310562308
COOBA,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0052818746832279,0.0048708456211318
COOBA,jupyterlab/jupyterlab,numpy/numpy,WP-large,0.0559006211180124,0.1677018633540372,0.1987577639751552,0.0969011005790215,0.1083478690910707
COOBA,jupyterlab/jupyterlab,ipython/ipython,CP-transfer,0.0059171597633136,0.029585798816568,0.0769230769230769,0.0349228137528207,0.0356458900528151
COOBA,ipython/ipython,jupyterlab/jupyterlab,WP-small,0.125,0.375,0.475,0.2231026785714285,0.2418526785714285
COOBA,ipython/ipython,jupyterlab/jupyterlab,WP-large,0.175,0.4,0.5,0.2571825396825397,0.2653075396825397
COOBA,jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,0.0,0.0062111801242236,0.0062111801242236,0.0093128401245537,0.0087790889369789
COOBA,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-transfer,0.0,0.0652173913043478,0.0652173913043478,0.0312647947657079,0.0307236471540407
COOBA,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-small,0.075,0.3,0.475,0.1877299783549783,0.1910128066378066
COOBA,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-large,0.1,0.35,0.5,0.207332251082251,0.2146428571428571
COOBA,jupyterlab/jupyterlab,numpy/numpy,CP-transfer,0.0186335403726708,0.0559006211180124,0.1180124223602484,0.0468160649079794,0.051482763136757
COOBA,numpy/numpy,jupyterlab/jupyterlab,WP-small,0.025,0.3,0.475,0.1561724386724387,0.1615386002886003
COOBA,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-cold-start,0.05,0.05,0.05,0.0473087700008096,0.0582773785980946
COOBA,numpy/numpy,jupyterlab/jupyterlab,WP-large,0.125,0.425,0.5,0.2339186507936507,0.2459027777777777
COOBA,ipython/ipython,jupyterlab/jupyterlab,CP-cold-start,0.0,0.05,0.05,0.0184339993685037,0.0164699112336758
COOBA,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-transfer,0.05,0.25,0.425,0.1389922332569391,0.1471361726508785
COOBA,jupyterlab/jupyterlab,ansible/ansible,WP-small,0.0,0.0064935064935064,0.0129870129870129,0.0040840876818482,0.0040775263146155
COOBA,numpy/numpy,jupyterlab/jupyterlab,CP-cold-start,0.025,0.1,0.2,0.0654492049857762,0.0661905292932769
COOBA,jupyterlab/jupyterlab,ansible/ansible,WP-large,0.0,0.0129870129870129,0.0194805194805194,0.0077127812189404,0.0076576252710713
COOBA,jupyterlab/jupyterlab,ansible/ansible,CP-cold-start,0.0,0.0064935064935064,0.0064935064935064,0.0018930692779716,0.0026760407285987
COOBA,ipython/ipython,jupyterlab/jupyterlab,CP-transfer,0.125,0.45,0.5,0.2333838383838384,0.2448611111111111
COOBA,jupyterlab/jupyterlab,docker/compose,WP-small,0.2136752136752136,0.6666666666666666,0.8376068376068376,0.3435211392483431,0.4045885881621875
COOBA,jupyterlab/jupyterlab,ansible/ansible,CP-transfer,0.0,0.0129870129870129,0.0194805194805194,0.0073413900087654,0.0074124201986057
COOBA,ansible/ansible,jupyterlab/jupyterlab,WP-small,0.05,0.3,0.475,0.1681953463203463,0.1697628066378066
COOBA,jupyterlab/jupyterlab,docker/compose,WP-large,0.282051282051282,0.7264957264957265,0.8717948717948718,0.4137708368976752,0.4679870151678916
COOBA,ansible/ansible,jupyterlab/jupyterlab,WP-large,0.05,0.4,0.5,0.1741071428571428,0.1844047619047619
COOBA,jupyterlab/jupyterlab,docker/compose,CP-cold-start,0.0085470085470085,0.0256410256410256,0.0256410256410256,0.016988628290103,0.0211485988439098
COOBA,jupyterlab/jupyterlab,docker/compose,CP-transfer,0.2649572649572649,0.7350427350427351,0.8205128205128205,0.3956535926268443,0.4569226939255518
COOBA,numpy/numpy,jupyterlab/jupyterlab,CP-transfer,0.025,0.275,0.5,0.1344742063492063,0.1350892857142857
COOBA,docker/compose,jupyterlab/jupyterlab,WP-small,0.05,0.2,0.475,0.1500282356532356,0.1549389499389499
COOBA,jupyterlab/jupyterlab,mesonbuild/meson,WP-small,0.0582010582010582,0.1587301587301587,0.1851851851851851,0.0920151668622521,0.09938374513456
COOBA,docker/compose,jupyterlab/jupyterlab,WP-large,0.15,0.475,0.475,0.2465457459207459,0.2546707459207459
COOBA,ansible/ansible,jupyterlab/jupyterlab,CP-cold-start,0.025,0.1,0.15,0.0440082816564832,0.057274643730835
COOBA,docker/compose,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0049842922103478,0.0065605317772479
COOBA,jupyterlab/jupyterlab,mesonbuild/meson,WP-large,0.0423280423280423,0.1322751322751322,0.2063492063492063,0.0844114246732753,0.0894901397269549
COOBA,jupyterlab/jupyterlab,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0,0.0012834470579104,0.0010007080131026
COOBA,docker/compose,jupyterlab/jupyterlab,CP-transfer,0.05,0.4,0.5,0.175515873015873,0.1921825396825396
COOBA,jupyterlab/jupyterlab,mesonbuild/meson,CP-transfer,0.0264550264550264,0.1164021164021164,0.1904761904761904,0.0680059379729935,0.0702570201109014
COOBA,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.0588235294117647,0.1801470588235294,0.2463235294117647,0.096051957200852,0.1172468319758935
COOBA,mesonbuild/meson,jupyterlab/jupyterlab,WP-small,0.15,0.375,0.5,0.2382539682539682,0.2424206349206349
COOBA,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.075,0.2,0.425,0.1308264998889999,0.1429594363969363
COOBA,ansible/ansible,jupyterlab/jupyterlab,CP-transfer,0.025,0.075,0.3,0.0816791990689049,0.0892675829072887
COOBA,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0,0.024390243902439,0.0853658536585365,0.0161195485635658,0.0162145273425761
COOBA,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.0609756097560975,0.0975609756097561,0.1097560975609756,0.0640682374540014,0.0770727423316387
COOBA,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0,0.0,0.0365853658536585,0.0066271480262484,0.007538610543775
COOBA,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.0,0.073170731707317,0.0975609756097561,0.0264139143709815,0.0322384593726057
COOBA,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.025,0.0108945678541622,0.0108795994670365
COOBA,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.0,0.175,0.45,0.1144388597513597,0.1119627594627594
COOBA,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.15,0.4,0.475,0.2404274891774891,0.2514691558441558
COOBA,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.088235294117647,0.2095588235294117,0.25,0.1102693000202124,0.1408368488930799
COOBA,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.05,0.225,0.45,0.1237692168942169,0.1341858835608835
COOBA,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.0073529411764705,0.0183823529411764,0.0588235294117647,0.0218604463503698,0.023842497104876
COOBA,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.4,0.475,0.2997603785103785,0.299065934065934
COOBA,lightning-ai/lightning,pydata/xarray,WP-small,0.0,0.08,0.2,0.0761087470583503,0.0856816824445615
COOBA,lightning-ai/lightning,pydata/xarray,WP-large,0.08,0.2,0.44,0.1648109266020483,0.1817592938107644
COOBA,jupyterlab/jupyterlab,qiskit/qiskit,CP-transfer,0.0404411764705882,0.1544117647058823,0.213235294117647,0.0764709842883288,0.0937722743818388
COOBA,qiskit/qiskit,jupyterlab/jupyterlab,WP-small,0.05,0.35,0.5,0.1729761904761904,0.1773511904761904
COOBA,qiskit/qiskit,jupyterlab/jupyterlab,WP-large,0.225,0.45,0.5,0.2856944444444444,0.3077777777777778
COOBA,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.0,0.2,0.425,0.0935351800976801,0.0907722832722832
COOBA,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.0631578947368421,0.1894736842105263,0.3052631578947368,0.107620533748678,0.1414126137596389
COOBA,lightning-ai/lightning,pydata/xarray,CP-cold-start,0.0,0.08,0.08,0.0240832993539797,0.0279416016725523
COOBA,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.1052631578947368,0.2210526315789473,0.3263157894736842,0.1379858771624574,0.1787632126468112
COOBA,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.0,0.0105263157894736,0.0421052631578947,0.0259443642498088,0.0289924572176641
COOBA,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.0947368421052631,0.231578947368421,0.3157894736842105,0.1296123887640469,0.169465818917244
COOBA,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.05,0.375,0.475,0.2080642186452045,0.2072308853118712
COOBA,lightning-ai/lightning,pydata/xarray,CP-transfer,0.0,0.2,0.44,0.1015690009050989,0.1029619813482551
COOBA,pydata/xarray,lightning-ai/lightning,WP-small,0.0133333333333333,0.3466666666666667,0.48,0.1258556147665379,0.1503917889461968
COOBA,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.15,0.475,0.5,0.2625,0.27625
COOBA,pydata/xarray,lightning-ai/lightning,WP-large,0.2666666666666666,0.4933333333333333,0.6933333333333334,0.3273235827874108,0.4053220463249657
COOBA,pydata/xarray,lightning-ai/lightning,CP-cold-start,0.0,0.0133333333333333,0.0933333333333333,0.0318131059260884,0.0379189195653747
COOBA,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.025,0.075,0.075,0.0393755026409026,0.0415463471816803
COOBA,qiskit/qiskit,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.002109134790859,0.0019825113411594
