bug_id,gt_blob_sha,faiss_rank,model_rank,n_candidates_ranked,faiss_score,model_score
PrefectHQ__prefect-1525,5f8007ac4c9c6cc515d62768e75aa793cf04107f,93,1,773,0.3821421265602112,0.6142469644546509
PrefectHQ__prefect-1525,dc18e97fcfedda802d07970715b01027b9cc9992,466,8,773,0.22965514659881592,0.4862675964832306
PrefectHQ__prefect-2560,7932a54ce4907edeeaa5b855fab2c1b8d6b9fd3b,873,40,1358,0.21454477310180664,0.44221633672714233
PrefectHQ__prefect-2867,c4713b22b80d0f7960f7882818532c5b152db99d,377,7,1483,0.28644952178001404,0.3687913119792938
PrefectHQ__prefect-2867,4383a13326ecc8ab356bff5cef822e457c638083,350,11,1483,0.29104888439178467,0.3574061989784241
PrefectHQ__prefect-2867,0816e6de2e2719b4b2b576fb21fecda947147ad8,615,510,1483,0.24547597765922546,0.02699064463376999
PrefectHQ__prefect-2867,47f1db5b4a11c7952ff995f68ca836df650cffe1,592,5,1483,0.2488650679588318,0.3874428868293762
PrefectHQ__prefect-2867,04adc57028611e7ac8ec02120639e190ed97c358,1232,561,1483,0.15938183665275574,0.016108885407447815
PrefectHQ__prefect-1239,110bf9775ceeee29380630cb77bf3c1422448645,450,79,686,0.266595721244812,0.202607661485672
PrefectHQ__prefect-134,45a64b879d0a4d6936128f56ee9f4b2693b231c2,55,10,108,0.18243643641471863,0.2323533594608307
PrefectHQ__prefect-1579,2cdd48a1f4b46bbbfbf7b24b2de599fdd80dfb37,734,3,845,0.23888161778450012,0.31835734844207764
PrefectHQ__prefect-2031,bb2692f0a5b976db136fa87772f2a20abb76b785,172,2,762,0.41719290614128113,0.5605856776237488
PrefectHQ__prefect-578,6324e8280460e370a3cc972b903288f5744be300,146,8,251,0.1828909069299698,0.28300923109054565
PrefectHQ__prefect-2727,b115326ee64043ca3e9a743f3aa3ad1f8f81599d,182,194,1370,0.35388439893722534,0.2049088180065155
PrefectHQ__prefect-2898,befe1a82db6dcc7a034a2a916e5123ebf82a5443,1162,89,1478,0.24937866628170013,0.25345712900161743
PrefectHQ__prefect-2898,ad85ec4b93967e1a3b3e5cf0ebf15259bd1afcdb,996,4,1478,0.27976202964782715,0.45683717727661133
PrefectHQ__prefect-2898,f572ffc09bed1901a1d18237c89f6217ec5f1a1e,470,1238,1478,0.36439478397369385,-0.017212025821208954
PrefectHQ__prefect-2898,f8d2846ff4081a1590ca9ee108b79e202117a040,396,3,1478,0.37883487343788147,0.45684128999710083
PrefectHQ__prefect-2898,7133d90f25f0c8616db8ac9f7ed23e71ad80f34b,412,69,1478,0.3760486841201782,0.27091556787490845
PrefectHQ__prefect-2898,942a74fc0e935a68c72582b79cab3835a2dcec19,932,906,1478,0.2917969226837158,0.04752441495656967
PrefectHQ__prefect-2898,bbcba68c7ad9abe6e312944061c21efd6ea9380b,891,275,1478,0.3040500581264496,0.16854675114154816
PrefectHQ__prefect-2898,493c327378c5d2157174314d7ebc661ba64257ed,409,167,1478,0.3764345645904541,0.20335468649864197
PrefectHQ__prefect-2898,871d4e8f71d4ed64e4a1b347d5bbad395e238561,355,17,1478,0.3866669535636902,0.3752719461917877
PrefectHQ__prefect-746,29664b85ddc06e9ea2bd2aaaa488b66307efb06f,117,2,298,0.2644937038421631,0.4377903342247009
PrefectHQ__prefect-746,ea900763cf93d948753aeace014bc5509a31ccdf,263,173,298,0.1443740427494049,0.10042493045330048
PrefectHQ__prefect-746,6084f00c0ac8545c6a79803907d7afb200271b70,264,283,298,0.1436643898487091,-0.06335975229740143
PrefectHQ__prefect-746,cc936393d42bfed98dfe595635664d2e4fc464d8,252,45,298,0.14926418662071228,0.27290356159210205
PrefectHQ__prefect-746,60feddaf49e1aac6825f50a0d2571a17c11e2bbb,208,28,298,0.18737587332725525,0.2918575704097748
PrefectHQ__prefect-746,2c995e3a8d20c31581f570d46c9fc3eabf5183d8,188,82,298,0.20110677182674408,0.2203282117843628
PrefectHQ__prefect-746,e0f12c400aa658126496b04fa54ac4ca7b15aecf,144,31,298,0.23602604866027832,0.2883802056312561
PrefectHQ__prefect-158,62c6d4c28e7ba25ebcab26d73f0b3e99fa0a1120,74,81,124,0.3083548843860626,0.0503166988492012
PrefectHQ__prefect-158,8cbc80eb56cfaf9beb898088ef1edc1075015f78,75,2,124,0.30684006214141846,0.32308319211006165
PrefectHQ__prefect-158,07450a943cdaf82a572fbf08df51182ff374d4f1,106,15,124,0.2155669927597046,0.22822797298431396
PrefectHQ__prefect-158,5b49bc6cd8dfb8332e8ae401c3bb866c136e8f8d,56,31,124,0.3474847674369812,0.17885486781597137
PrefectHQ__prefect-158,682fb497b5386ea42d1e00acde4b9a2949489b16,40,8,124,0.37851211428642273,0.27252766489982605
PrefectHQ__prefect-312,c26165341c2b86efd5ea8fb91c1a07e465ae0387,19,2,189,0.43733128905296326,0.6028642654418945
PrefectHQ__prefect-312,a275962f7b88f81f7ccb6e421ef28457c23014d4,22,1,189,0.42517614364624023,0.6047173738479614
PrefectHQ__prefect-907,6a5877155aa312dbba9190db53d1556873c290df,271,27,462,0.32883620262145996,0.2678851783275604
PrefectHQ__prefect-907,17c63a13fc06f1d639b3d169fac29877bdd90632,436,44,462,0.20624865591526031,0.23434284329414368
PrefectHQ__prefect-907,b191fc4ce77b269be5657ba55b50f4d4f4a57c8a,359,4,462,0.2873828113079071,0.3760643005371094
PrefectHQ__prefect-907,5752a4024daec6eae4142dbdf720876d83336ebc,80,12,462,0.41166776418685913,0.31446200609207153
PrefectHQ__prefect-907,6fdf88bfdeb6e571e11ba037d9a41d724da496af,364,17,462,0.28514787554740906,0.2950926125049591
PrefectHQ__prefect-907,7ee889cd9e7cef7944bbc9ee9e7fad21bb7a921b,225,10,462,0.3482271134853363,0.3300103545188904
PrefectHQ__prefect-907,140d1e4def1b3d4061e61505a2a0c0c5924b6244,155,3,462,0.3711917996406555,0.3794783651828766
PrefectHQ__prefect-2151,f89c945fd84df66c38be8eccc6b7a44a3bc9dc13,605,33,783,0.3034668564796448,0.25570034980773926
PrefectHQ__prefect-2151,1bb334ca3ac973832147fb5ac3e6fc8b388d7ad9,311,2,783,0.3904150724411011,0.36082541942596436
PrefectHQ__prefect-2386,8b9f53eb694c06da85e808d2a1787234b62b4d5f,805,327,1217,0.17752183973789215,0.13743850588798523
PrefectHQ__prefect-2386,8f975f04ebd550cd65b2c1eb0b11cae3af28df8f,190,70,1217,0.33910518884658813,0.2640974223613739
PrefectHQ__prefect-2386,1d3f3fea431c29f47c323c7fbb3ceeed6b538d29,760,138,1217,0.18603664636611938,0.21263158321380615
PrefectHQ__prefect-2310,bfd245c9d7e5306933fb4dd889f0707905cbdefc,114,1,1206,0.3517748713493347,0.4449416697025299
PrefectHQ__prefect-2641,9da427f25a095cf36986edb67ac9e33984d43494,452,1,1364,0.2940542697906494,0.5165156126022339
PrefectHQ__prefect-2641,4e37c4faca3c45ec4b54131f1984b61f54c69279,1007,9,1364,0.2049322873353958,0.43996942043304443
