bug_id,gt_blob_sha,faiss_rank,model_rank,n_candidates_ranked,faiss_score,model_score
Lightning-AI__lightning-689,168e983585c2a0e29300aa4b2bc931122396d952,9,3,113,0.3684312701225281,0.28947684168815613
Lightning-AI__lightning-128,1b35bfc5d48febed6fea43e9d232a3f690c8c347,99,3,106,0.25580739974975586,0.33575162291526794
Lightning-AI__lightning-1152,ed878a0616e628fca8ec4515b32dd69edc7aeb7a,197,13,196,0.130454421043396,0.2864075303077698
Lightning-AI__lightning-1152,a56c6c126798e56debf542884c03598ef4f96dfa,77,6,196,0.3072294294834137,0.32902395725250244
Lightning-AI__lightning-1152,8c3daa29cb96e5f149ff86f2f18b62a17146dbff,126,1,196,0.2449750155210495,0.3960883617401123
Lightning-AI__lightning-1152,662ecdf4af4959e689bfa85ebbe248e63800fa08,117,2,196,0.2553563714027405,0.3498947024345398
Lightning-AI__lightning-1152,372d215c34df2e8cc513a4e0e7285fe424fb89d9,24,9,196,0.404267817735672,0.3183305263519287
Lightning-AI__lightning-1152,a7e8118869ce5fcaf400bb4646c2141bf6574d7a,123,12,196,0.24823229014873505,0.2888185977935791
Lightning-AI__lightning-625,ef2e4d4cc799d51f1f5b6456abe0cf71edc54f21,16,5,110,0.3310748338699341,0.3171504735946655
Lightning-AI__lightning-1477,538d717afcd63af4eeb809ce374c780a6b06222a,77,9,224,0.2827727198600769,0.3237735331058502
Lightning-AI__lightning-2970,8b45d109866901187e5447c6dae8d512accb0453,55,13,301,0.3550642132759094,0.37998947501182556
Lightning-AI__lightning-2970,9e9f64140984349cb93426ad4b9fe8b6abd60380,125,63,301,0.29257822036743164,0.29858797788619995
Lightning-AI__lightning-1589,73efaf67c486bb6aa718d43f9b89f5e8795fcd64,18,10,233,0.46279364824295044,0.3350815773010254
Lightning-AI__lightning-2062,f5eafe990d1fa6485d4973c400ae4854e0a8d597,198,10,252,0.18734878301620483,0.4181358814239502
Lightning-AI__lightning-2062,74d8cf3d62a7e56d3dbeb0bd2fdf949563dfcecc,79,1,252,0.2811518907546997,0.4731806814670563
Lightning-AI__lightning-2062,2c8b8a85a92c31277436e57785b41464afc0fcd2,131,5,252,0.2317381203174591,0.44711798429489136
Lightning-AI__lightning-2062,cac5b2bcff1ee2a2ec402297061989b3bf7113f5,40,3,252,0.33755552768707275,0.4668589234352112
